Product Name,Product URL,Product Price,Product Rating,Product Rating Count,ASIN,Manufacturer,Description
"ASUS BP4600 Laptop Backpack (Grey), with Cross-dyed Woven Fabric Material, Suitable for up to 40.64 cm (16-inch) Laptop",https://www.amazon.in/ASUS-Backpack-Cross-Dyed-Material-Suitable/dp/B09Q68446F/ref=sr_1_108?keywords=Bags&qid=1697641092&sr=8-108,"1,325",3.3 out of 5 stars,44,Not found,Not found,"ASUS is a Taiwan-based, multinational computer hardware and consumer electronics company that was established in 1989. Dedicated to creating products for today’s and tomorrow’s smart life, ASUS is the world’s No. 1 motherboard and gaming brand as well as a top-three consumer notebook vendor. ASUS became widely known in North America when it revolutionized the PC industry in 2007 with its Eee PC. Today, the company is pioneering new mobile trends with the ASUS ZenFone series, and it is rapidly developing virtual and augmented reality products as well as IOT devices and robotics technologies. Most recently, ASUS introduced Zenbo, a smart home robot designed to provide assistance, entertainment, and companionship to families."
"Kuber Industries 30 Biodegradable Garbage Bags Small|Plastic Dustbin Bags|Trash Bags For Kitchen, Office, Warehouse, Pantry or Washroom 5 LTR (Black)",https://www.amazon.in/Kuber-Industries-Biodegradable-Warehouse-Washroom/dp/B0C3QR3YJV/ref=sr_1_109?keywords=Bags&qid=1697641092&sr=8-109,63,4.0 out of 5 stars,28,Not found,Not found,"Kuber Industries! Offers Oxo-Biodegradable Garbage Bags To Help You Maintain Cleanliness And Hygiene In Your House, Office And Surroundings. These Garbage Bags Make Clean-Up And Garbage Disposal A Hassle-Free Task While Being Easy On The Environment! Line Them Up In Your Bedroom Or Bathroom Dustbins Or Use Them To Segregate Dry And Wet Waste In The Kitchen. Effectively Clear Out Messy Trash Like Baby Diapers And Kitty Litter! Handy At Offices Or Hotels, TheyRe Useful For Getting Rid Of Leftover Party Plates And Garbage As Well. They Come With A Detachable Tie-Tape Which Lets You Neatly Tie Up The Bag, Making It Easier To Carry Out After Use."
"Presto! Oxo-Biodegradable Garbage Bags, Small - 30 bags/roll (Pack of 6, Green, For Wet Waste)",https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B08TDGVLVM/ref=sr_1_110?keywords=Bags&qid=1697641092&sr=8-110,299,4.3 out of 5 stars,27,B08TDGVLVM,Presto!,"Presto! offers Oxo-Biodegradable Garbage Bags to help you maintain cleanliness and hygiene in your house, office and surroundings. These garbage bags make clean-up and garbage disposal a hassle-free task while being easy on the environment! Line them up in your bedroom or bathroom dustbins or use them to segregate dry and wet waste in the kitchen. Effectively clear out messy trash like baby diapers and kitty litter! Handy at offices or hotels, they’re useful for getting rid of leftover party plates and garbage as well. They come with a detachable tie-tape which lets you neatly tie up the bag, making it easier to carry out after use. These small-sized bags easily fit any small dustbins. They are available in green colour in a pack of 6 rolls, and each roll contains 30 bags for your convenience."
"Amazon Basics Opel Laptop Bag/Office/College Backpack for 15.6 inch laptop(20 L, Grey)",https://www.amazon.in/Amazon-Basics-Laptop-College-Backpack/dp/B0C8NSJ4RD/ref=sr_1_111?keywords=Bags&qid=1697641092&sr=8-111,499,3.9 out of 5 stars,"3,853",Not found,Not found,"Use this spacious, convenient backpack from Amazon Basics for college or work. It features a 15.6-inch laptop compartment, a spacious compartment and a quick-access front pocket. It Is made from fabric with a polyester lining, both with PU coating. Get this high-quality product at a great price from Amazon Basics."
"Amazon Basics - Laptop Backpack/Casual Backpack/College Bag for 15.6-inch Laptop, Water-Resistant, Lightweight, Sleek and Modern Design",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDg3OTg1Mjc5MzAyNjU1OjE2OTc2NDEwOTI6c3BfYnRmOjIwMTE1NDYwNjg3MDk4OjowOjo&url=%2FAmazon-Basics-Modern-Lightweight-Backpack%2Fdp%2FB09W4ZPP3D%2Fref%3Dsr_1_112_sspa%3Fkeywords%3DBags%26qid%3D1697641092%26sr%3D8-112-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,359",4.5 out of 5 stars,25,Not found,Not found,Not found
Aristrocrat Draw-Pack 15L Unisex Grey Laptop Bags (Small size),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDg3OTg1Mjc5MzAyNjU1OjE2OTc2NDEwOTI6c3BfYnRmOjMwMDAwODAyMDU4OTgzMjo6MDo6&url=%2FAristocrat-Draw-Pack-Unisex-Grey-Laptop%2Fdp%2FB0B5YGP1BV%2Fref%3Dsr_1_113_sspa%3Fkeywords%3DBags%26qid%3D1697641092%26sr%3D8-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,479,4.3 out of 5 stars,"10,324",B0B5YGP1BV,"VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025","Stylish, affordable and Compact Daypack. Compact & Stylish 1 Compartment 1 Front Quick Access Drwastring Pocket Shoulder Strap Reinforcement"
"WALKENT Stylish 15.6"" Laptop Bag, Anti-Theft Combination Lock, Waterproof Backpack For Office, College, Men, Women - Ryden, 25 Ltr, 2 Compartments, 6 Pockets",https://aax-eu.amazon.in/x/c/RNo0mZKsD_YOv8P0fXSKM1QAAAGLQ0tadwMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICAt77xs/https://www.amazon.in/WALKENT-Anti-Theft-Combination-Waterproof-Backpack/dp/B0CGJ92R78/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3%3Aamzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&cv_ct_cx=Bags&keywords=Bags&pd_rd_i=B0CGJ92R78&pd_rd_r=c5c131af-1b4f-4403-b124-8e7697fea797&pd_rd_w=DfR6w&pd_rd_wg=WqkHx&pf_rd_p=b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&pf_rd_r=W0N50RHV3WNHHMNYKSTE&qid=1697641092&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-97-ad43fbe4-6f9c-4603-ab45-acb189caa93f,"1,990",4.4 out of 5 stars,544,Not found,Not found,Not found
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDQxMTA4NTEyMTMyNjU1OjE2OTc2NDEwOTk6c3BfYXRmX25leHQ6MjAwOTEwODkyNDY5OTg6OjA6Og&url=%2FHalf-Moon-Resistant-Backpack-Compartment%2Fdp%2FB0BHX7GY16%2Fref%3Dsr_1_113_sspa%3Fkeywords%3DBags%26qid%3D1697641099%26sr%3D8-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,689,4.0 out of 5 stars,8,B0BHX7GY16,Amazing Bags,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover."
"STRABO Defender Laptop Bag, Light weight & Water resistant - Color Grey 35L, Unisex Bag",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDQxMTA4NTEyMTMyNjU1OjE2OTc2NDEwOTk6c3BfYXRmX25leHQ6MzAwMDE0OTMxNDg0NjMyOjowOjo&url=%2FSTRABO-Defender-Laptop-weight-resistant%2Fdp%2FB0C9HD55DW%2Fref%3Dsr_1_114_sspa%3Fkeywords%3DBags%26qid%3D1697641099%26sr%3D8-114-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,999,4.0 out of 5 stars,22,B0C9HD55DW,STRABO BAGS AND ACCESSORIES LLP,Not found
"Presto! Oxo-Biodegradable Garbage Bags, Large (24 x 32 inches) - 15 bags/roll (Pack of 6, Black, plastic)",https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PYKVK/ref=sr_1_115?keywords=Bags&qid=1697641099&sr=8-115,299,4.0 out of 5 stars,35,PrestoOBD-L15bagsPO6,B0821PYKVK,"Presto! offers Oxo-Biodegradable Garbage Bags to help you maintain cleanliness and hygiene in your house, office and surroundings. These garbage bags make clean-up and garbage disposal a hassle-free task while being easy on the environment! Large in size, they easily fit any large dustbins, allowing you to clean out overflowing trash. Or store away old clothes for donation or clear out your yard, garden or basement. Handy at offices or hotels, they’re useful for getting rid of leftover party plates and garbage as well. They come with a detachable tie-tape which lets you neatly tie up the bag, making it easier to carry out after use. They are available in black colour in a pack of 6 rolls, and each roll contains 15 bags for your convenience."
"Presto! Oxo-Biodegradable Garbage Bags, Small - 30 bags/roll (Pack of 6, Green, For Wet Waste)",https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B08TDGVLVM/ref=sr_1_116?keywords=Bags&qid=1697641099&sr=8-116,299,4.3 out of 5 stars,79,B08TDGVLVM,Presto!,"Presto! offers Oxo-Biodegradable Garbage Bags to help you maintain cleanliness and hygiene in your house, office and surroundings. These garbage bags make clean-up and garbage disposal a hassle-free task while being easy on the environment! Line them up in your bedroom or bathroom dustbins or use them to segregate dry and wet waste in the kitchen. Effectively clear out messy trash like baby diapers and kitty litter! Handy at offices or hotels, they’re useful for getting rid of leftover party plates and garbage as well. They come with a detachable tie-tape which lets you neatly tie up the bag, making it easier to carry out after use. These small-sized bags easily fit any small dustbins. They are available in green colour in a pack of 6 rolls, and each roll contains 30 bags for your convenience."
"Amazon Basics Opel Laptop Bag/Office/College Backpack for 15.6 inch laptop(20 L, Grey)",https://www.amazon.in/Amazon-Basics-Laptop-College-Backpack/dp/B0C8NSJ4RD/ref=sr_1_117?keywords=Bags&qid=1697641099&sr=8-117,499,4.0 out of 5 stars,213,Not found,Not found,"Use this spacious, convenient backpack from Amazon Basics for college or work. It features a 15.6-inch laptop compartment, a spacious compartment and a quick-access front pocket. It Is made from fabric with a polyester lining, both with PU coating. Get this high-quality product at a great price from Amazon Basics."
Impulse Diggy 35L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,https://www.amazon.in/Impulse-Diggy-Backpack-Resistant-Grey/dp/B0CJHWBFDF/ref=sr_1_113?keywords=Bags&qid=1697641099&sr=8-113,399,3.8 out of 5 stars,556,Diggy Grey,B0CJHWBFDF,"Impulse Backpack are made to give you comfort and durability, It is light in weight one backpack for all your needs"
American Tourister Harp Duffle Bag 52 CM Grey,https://www.amazon.in/American-Tourister-Harp-Duffle-Grey/dp/B0BTHP5LS1/ref=sr_1_114?keywords=Bags&qid=1697641099&sr=8-114,"1,099",4.3 out of 5 stars,"3,624",B0BTHP5LS1,Lanway,Transport your travel essentials effortlessly and stylishly. This extremely lightweight and durable features 100 percentage polyester construction with sharp molded details.
"ASUS BP4600 Laptop Backpack (Grey), with Cross-dyed Woven Fabric Material, Suitable for up to 40.64 cm (16-inch) Laptop",https://www.amazon.in/ASUS-Backpack-Cross-Dyed-Material-Suitable/dp/B09Q68446F/ref=sr_1_115?keywords=Bags&qid=1697641099&sr=8-115,"1,325",4.4 out of 5 stars,117,Not found,Not found,"ASUS is a Taiwan-based, multinational computer hardware and consumer electronics company that was established in 1989. Dedicated to creating products for today’s and tomorrow’s smart life, ASUS is the world’s No. 1 motherboard and gaming brand as well as a top-three consumer notebook vendor. ASUS became widely known in North America when it revolutionized the PC industry in 2007 with its Eee PC. Today, the company is pioneering new mobile trends with the ASUS ZenFone series, and it is rapidly developing virtual and augmented reality products as well as IOT devices and robotics technologies. Most recently, ASUS introduced Zenbo, a smart home robot designed to provide assistance, entertainment, and companionship to families."
"Stylbase 15 inches Kids 3D Cartoon Backpack - Lightweight, Waterproof, Adjustable Shoulder Straps, 3 Compartments, Bottle Holder - Perfect for School and Outdoor Adventures",https://www.amazon.in/Stylbase-Trends-Polyester-Character-Embossed/dp/B0BNL2PBPH/ref=sr_1_116?keywords=Bags&qid=1697641099&sr=8-116,551,3.3 out of 5 stars,38,B0BNL2PBPH,muskaan creation,Not found
"Kuber Industries 30 Biodegradable Garbage Bags Small|Plastic Dustbin Bags|Trash Bags For Kitchen, Office, Warehouse, Pantry or Washroom 5 LTR (Black)",https://www.amazon.in/Kuber-Industries-Biodegradable-Warehouse-Washroom/dp/B0C3QR3YJV/ref=sr_1_117?keywords=Bags&qid=1697641099&sr=8-117,63,3.8 out of 5 stars,59,Not found,Not found,"Kuber Industries! Offers Oxo-Biodegradable Garbage Bags To Help You Maintain Cleanliness And Hygiene In Your House, Office And Surroundings. These Garbage Bags Make Clean-Up And Garbage Disposal A Hassle-Free Task While Being Easy On The Environment! Line Them Up In Your Bedroom Or Bathroom Dustbins Or Use Them To Segregate Dry And Wet Waste In The Kitchen. Effectively Clear Out Messy Trash Like Baby Diapers And Kitty Litter! Handy At Offices Or Hotels, TheyRe Useful For Getting Rid Of Leftover Party Plates And Garbage As Well. They Come With A Detachable Tie-Tape Which Lets You Neatly Tie Up The Bag, Making It Easier To Carry Out After Use."
"Golden Wolf Backpack with Rain Cover Anti-theft Backpack with Lock 15.6-inch Laptop Bag Multi-pockets with USB Port for Business Travel College,Dark Grey",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDQxMTA4NTEyMTMyNjU1OjE2OTc2NDEwOTk6c3BfbXRmOjIwMDY4MTk0MzMzMjAzOjowOjo&url=%2FHoteon-Backpack-Anti-Theft-Earphone-Resistant%2Fdp%2FB08HM4TQZZ%2Fref%3Dsr_1_118_sspa%3Fkeywords%3DBags%26qid%3D1697641099%26sr%3D8-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"1,999",4.4 out of 5 stars,"7,817",B08HM4TQZZ,ah arctic hunter,Not found
Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDQxMTA4NTEyMTMyNjU1OjE2OTc2NDEwOTk6c3BfbXRmOjIwMTE2ODc5MTcwNDk4OjowOjo&url=%2FRed-Lemon-Ironlook-Briefcase-Anti-Theft%2Fdp%2FB09ZYMT7V1%2Fref%3Dsr_1_119_sspa%3Fkeywords%3DBags%26qid%3D1697641099%26sr%3D8-119-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"4,897",4.1 out of 5 stars,279,B09ZYMT7V1,Encon Impex Pvt Ltd,Not found
Half Moon Urban Explorer PU Leather Stylish Side Sling Cross Body Travel Office Business Messenger Bag with Multi-Pocket Zip Closure and Adjustable Straps For Men Women,https://www.amazon.in/Half-Moon-Messenger-Multi-Pocket-Adjustable/dp/B0C5CFCLLJ/ref=sr_1_120?keywords=Bags&qid=1697641099&sr=8-120,269,5.0 out of 5 stars,2,B0C5CFCLLJ,Half_Moon,"Do you ever feel like you don't have enough pockets to carry all of your essentials? Are you tired of your belongings getting lost in a big, bulky bag? If so, then the Half Moon Men's Urban Explorer Faux Leather Sling Bag is the perfect solution for you! This stylish and modern bag is made of high-quality faux leather and features a sleek, minimalist design. It has three compartments, including a main compartment, a front compartment, and a back compartment, so you can easily organize your belongings. The main compartment is large enough to fit a laptop, books, or other essentials. The front compartment is perfect for storing smaller items, such as a wallet, phone, or keys. The back compartment is ideal for storing valuables, such as a passport or ID. The bag also features a adjustable strap, so you can wear it comfortably over your shoulder or across your chest."
Martucci Hipe 35L Laptop Backpack for Men and Women/Boys and Girls Unisex/College/School/Travel Bags with 17 Inches Laptop Compartment with Rain Cover(Black),https://www.amazon.in/Martucci-Waterproof-Backpack-College-Business/dp/B0BNSXJ2MY/ref=sr_1_121?keywords=Bags&qid=1697641099&sr=8-121,521,3.8 out of 5 stars,"1,505",B0BNSXJ2MY,Martucci,Not found
"amazon basics Vacuum Compression Storage Bags with Hand Pump - Medium, 5-Pack",https://www.amazon.in/AmazonBasics-Vacuum-Compression-Storage-Medium/dp/B07RTJV6G4/ref=sr_1_122?keywords=Bags&qid=1697641099&sr=8-122,499,4.1 out of 5 stars,963,Not found,Not found,Not found
PUMA Casual Backpack IND II Black-CASTLEROCK,https://www.amazon.in/PUMA-Casual-Backpack-IND-Black-CASTLEROCK/dp/B08BTD8YZP/ref=sr_1_123?keywords=Bags&qid=1697641099&sr=8-123,"1,019",4.5 out of 5 stars,"1,458",B08BTD8YZP,PUMA,Not found
ZaySoo Stylish Casual Laptop Backpack/Office Bag/College Bag/Business Bag/Travel Backpack - Navyblue,https://www.amazon.in/ZaySoo-Stylish-Backpack-College-Business/dp/B0BVZL49N8/ref=sr_1_124?keywords=Bags&qid=1697641099&sr=8-124,307,4.0 out of 5 stars,8,B0BVZL49N8,ZaySoo,"🎒About The Product🎒 Choose a backpack that's the right size for your needs and has enough capacity to carry all your gear. Look for a backpack made from durable, water-resistant material that can withstand the elements. backpack should have padded shoulder straps, a hip belt, and a back panel that provide comfort and support during long hikes. Multiple pockets and compartments help you organize your gear and make it easy to access everything you need. If you plan to carry a laptop, look for a backpack with a padded laptop sleeve to protect your computer. Hydration system compatibility Some backpacks have built-in hydration systems or are compatible with hydration reservoirs. External attachment points Look for backpacks with external attachment points for carrying gear like trekking poles, ice axes, or sleeping bags. Compression straps These help to secure your load and prevent it from shifting around inside the backpack. 🎒Specification🎒 Outer material: Nylon Capacity: 35 liters approx Weight: 600 grams approx Dimensions: 33cms x 17cms x 43cms (LxWxH)approx Number of compartments: 2 Pocket Description: Utility Pocket Style Name: Traditional Backpacks Closure Type: Zipper Age Range Description: Adult Special Features: Back Padding , Zipper Lock System."
GOCART WITH G LOGO Laptop Backpack Casual Daypacks Briefcase Convertible Business Travel Rucksack with USB Charging Port Large College School Bookbag Computer Laptop Bag,https://www.amazon.in/GOCART-LOGO-Backpack-Briefcase-Convertible/dp/B0822H451W/ref=sr_1_125?keywords=Bags&qid=1697641099&sr=8-125,"1,499",3.6 out of 5 stars,11,B0822H451W,GOCART WITH G LOGO,Not found
Fur Jaden 25L Travel Duffle Bag for Weekend Trip Cabin Luggage and Gym Sports Duffle for Men and Women,https://www.amazon.in/Travel-Duffle-Weekend-Luggage-Sports/dp/B086PYLWS3/ref=sr_1_126?keywords=Bags&qid=1697641099&sr=8-126,629,4.0 out of 5 stars,"2,755",B086PYLWS3,FUR JADEN,Not found
Shalimar Premium OXO - Biodegradable Garbage Bags Size 30 X 37 Inches (Extra Large) 60 Bags (4 rolls) Dustbin Bag/Trash Bag - Black Color,https://www.amazon.in/Shalimar-Premium-Garbage-Extra-Colour/dp/B07KSZTYWX/ref=sr_1_127?keywords=Bags&qid=1697641099&sr=8-127,494,4.6 out of 5 stars,15,Not found,Not found,"Shalimar Premium OXO - Garbage Bags (Extra Large) Size 76 cm x 94 cm 4 Rolls (60 Bags). Each Roll has 15 Bags. Each bag has a unique detachable tie-tape to tie the bags after use and for easy disposal. They are tough, thanks to a special type of star seal at the bottom. It comes with a perforation technology for quickly separating the bags from the roll."
